name,address,website,phone,source_url,sector,employees_estimate,business_type,cnpj,capital_social,socios
"Flacht - Oficina Mecânica, Funilaria, Pintura e Estética Automotiva Especializada | Veículos Multimarcas Premium em São Paulo",,,,"https://www.google.com/maps/place/Flacht+-+Oficina+Mec%C3%A2nica,+Funilaria,+Pintura+e+Est%C3%A9tica+Automotiva+Especializada+%7C+Ve%C3%ADculos+Multimarcas+Premium+em+S%C3%A3o+Paulo/data=!4m7!3m6!1s0x94ce57d54cbac7eb:0xd6a19be838255995!8m2!3d-23.587578!4d-46.6718212!16s%2Fg%2F11qgyk99st!19sChIJ68e6TNVXzpQRlVklOOibodY?authuser=0&hl=pt-BR&rclk=1",,,,,,[]
Centro Automotivo - RZ Car,,,,https://www.google.com/maps/place/Centro+Automotivo+-+RZ+Car/data=!4m7!3m6!1s0x94ce59b0bbb54d65:0x2ece8e1850a7b671!8m2!3d-23.560678!4d-46.6455304!16s%2Fg%2F1ptyggd41!19sChIJZU21u7BZzpQRcbanUBiOzi4?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Mike Reparação Automotiva,,,,https://www.google.com/maps/place/Mike+Repara%C3%A7%C3%A3o+Automotiva/data=!4m7!3m6!1s0x94ce59aa64c64a37:0x9522bdae2282e7a9!8m2!3d-23.558006!4d-46.642793!16s%2Fg%2F11mdkwkrfs!19sChIJN0rGZKpZzpQRqeeCIq69IpU?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Riveros Serviços Automotivos - Oficina Mecânica,,,,https://www.google.com/maps/place/Riveros+Servi%C3%A7os+Automotivos+-+Oficina+Mec%C3%A2nica/data=!4m7!3m6!1s0x94ce5b58344e5665:0x3351c97408cc1137!8m2!3d-23.6042573!4d-46.6292834!16s%2Fg%2F11ng3pfkdt!19sChIJZVZONFhbzpQRNxHMCHTJUTM?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
SP AutoCar Serviços Automotivos - Oficina Mecânica e Funilaria Campos Elíseos,,,,https://www.google.com/maps/place/SP+AutoCar+Servi%C3%A7os+Automotivos+-+Oficina+Mec%C3%A2nica+e+Funilaria+Campos+El%C3%ADseos/data=!4m7!3m6!1s0x94ce5987a168731b:0xb3d68efdeffeb454!8m2!3d-23.5340843!4d-46.6524613!16s%2Fg%2F11pq39074s!19sChIJG3NooYdZzpQRVLT-7_2O1rM?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Driver Oficina Mecânica,,,,https://www.google.com/maps/place/Driver+Oficina+Mec%C3%A2nica/data=!4m7!3m6!1s0x94cef80aeeda3d33:0xa703b9479d652993!8m2!3d-23.5270133!4d-46.688318!16s%2Fg%2F1tdhmz84!19sChIJMz3a7gr4zpQRkyllnUe5A6c?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
S. Santos Mecânica em Geral,,,,https://www.google.com/maps/place/S.+Santos+Mec%C3%A2nica+em+Geral/data=!4m7!3m6!1s0x94ce598939e55549:0xbc6744789616677f!8m2!3d-23.5585168!4d-46.6406882!16s%2Fg%2F11lnjkys5k!19sChIJSVXlOYlZzpQRf2cWlnhEZ7w?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Marinhos Car - Oficina Mecanica - Belenzinho - São Paulo,,,,https://www.google.com/maps/place/Marinhos+Car+-+Oficina+Mecanica+-+Belenzinho+-+S%C3%A3o+Paulo/data=!4m7!3m6!1s0x94ce592d0678a3f3:0xbd09260ba9af84ac!8m2!3d-23.5423017!4d-46.5954426!16s%2Fg%2F11dxbhbh6m!19sChIJ86N4Bi1ZzpQRrISvqQsmCb0?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
Mecânica Delivery - SP,,,,https://www.google.com/maps/place/Mec%C3%A2nica+Delivery+-+SP/data=!4m7!3m6!1s0x94ce500682772f11:0x7845a6990d3c9ed0!8m2!3d-23.6823619!4d-46.6052865!16s%2Fg%2F11c1pnytmt!19sChIJES93ggZQzpQR0J48DZmmRXg?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
NANZER,,,,https://www.google.com/maps/place/NANZER/data=!4m7!3m6!1s0x94ce5915b04b2045:0x73a3382b6d6e3890!8m2!3d-23.5573133!4d-46.6144157!16s%2Fg%2F1pty8my7g!19sChIJRSBLsBVZzpQRkDhubSs4o3M?authuser=0&hl=pt-BR&rclk=1,,,,,,[]
